Date,AAPL,AMZN,EBAY,SPY,AMAT,NVDA,GOOG,QCOM,MU,JNPR,MSFT,FFIV,WDC,ACN,IBM,TER,INFY,SNE,CTSH,DATA
2010-06-10,24.226343,123.209999,9.377105,93.170181,10.690844,10.523378,241.931473,29.105139,8.77,23.263979,20.501205,68.099998,29.843525,31.653429,104.17733,9.866952000000001,12.377873,28.219998999999998,25.55455,
2010-06-11,24.516459,123.029999,9.532828,93.62262,10.827359,10.764443,242.671661,29.379339,8.93,23.671288,21.042435,69.949997,30.062316999999997,31.636621,104.80561800000001,10.116502,12.489253,28.6,25.728426000000002,
2010-06-14,24.590927,123.83000200000001,9.347643,93.477509,10.827359,10.53265,240.03381299999998,28.905731,8.91,23.557625,20.91123,70.470001,30.062316999999997,31.771105,104.846413,10.222083999999999,12.840200999999999,28.4,25.897333,
2010-06-15,25.114117,126.839996,9.423401,95.602959,11.313698,11.051865,247.38598599999997,29.562113,9.68,24.182793,21.796885999999997,72.970001,31.095036999999998,32.393085,105.89893300000001,11.297084,13.155429000000002,28.889999,26.712059000000004,
2010-06-16,25.845236,126.900002,9.313972999999999,95.568802,11.424615,10.912788,249.015396,29.146684999999998,9.91,23.832319000000002,21.583668,74.690002,30.81498,32.519154,106.35588100000001,11.277888,13.357173999999999,28.33,26.821352,
2010-06-17,26.292021000000002,125.889999,9.301347,95.722435,11.433147,11.330016,248.42424,29.670135,9.92,23.955462,21.624666,73.41999799999999,30.81498,32.351051,106.869904,11.287486,13.277318,28.25,26.667346999999996,
2010-06-18,26.504786,125.83000200000001,9.326599,95.82624100000001,11.381953999999999,11.40419,248.39939900000002,29.653509000000003,10.0,24.154377,21.68207,73.809998,30.639946000000002,32.720875,106.19265700000001,11.325878,13.327753,27.93,26.612701,
2010-06-21,26.127620999999998,122.550003,9.204545,95.551773,11.313698,11.135308,242.70146200000002,29.611971,9.92,23.633404000000002,21.280245,74.220001,29.904792999999998,32.620018,106.600647,11.133915,13.287825,28.4,26.498441999999997,
2010-06-22,26.483511,122.309998,9.074074000000001,93.973709,11.143052,10.718085,241.553925,29.553804,9.64,23.140841,21.132639,73.16999799999999,29.125889,32.140923,105.49913000000001,10.874761999999999,13.037744,27.559998999999998,26.021528,
2010-06-23,26.204992,121.449997,8.981482000000002,93.682114,11.194242,10.838614,239.46749900000003,29.429174,9.82,23.140841,20.755417,74.360001,29.248403999999997,32.082088,106.16006499999999,10.82677,13.071369,27.74,25.93211,
